etichetă_joc,total_încercări,cuvânt_găsit,secvență_încercări
5694,11,PERINEFRITIC,D O G N I T C A R Ă F
5695,8,MĂRTURIEI,C E Ă Ț F M U I
5696,7,CORIOEPITELIOM,R I E P T L M
5697,8,SCENARIZEZ,A C R L I M E N
5698,5,BALNEOLOGE,A L N E G
5699,4,TAM-NISAM,A M N S
5700,7,MOCANCEI,B S M A N E I
5701,16,BURGHIERILE,A T C E Ă F M P I O D S U B G H
5702,11,ORDALIE,A B N R E Z C V L Ă O
5703,11,ZALOAGĂ,B H I M N L E V Z A Ă
5704,21,VÂNOASĂ,E Z Ț B R D C N T P J V I G H L M S U Ă O
5705,16,AEDICULĂ,A B C R L N T Ă F G M S P E O D
5706,18,CUNOSCUTUL,A C R E P G M U I D X F H N Z K S L
5707,12,MATOLITĂ,A C G D Z E N O L Ă S T
5708,15,BĂIEȚAN,A I C L U D H E T G S V R N Ț
5709,9,OXICEFALE,A S F I Ț M X C L
5710,19,TUFĂRIEI,A R O S T N B L Z C M I F D P Â Ț H Ă
5711,19,PILDUIESC,A D M G R B I H Ă U Â O P N S T V Ț L
5712,16,FLECĂRIEI,A D E V M B O U L G C I J S P F
5713,2,BERZE,B R
5714,6,NĂZĂREASCĂ,C E A S N R
5715,10,MĂGĂREÂTE,C L M R E P S T N G
5716,5,BRUFTUI,A B F T I
5717,15,OPUÂINEI,B S Â T F D L M E N R C G P U
5718,11,ISCODITURĂ,A F U T E C P I S R Ă
5719,11,GASTROLATRIE,C N O T A F L U G S I
5720,14,ÎNSURI,A D U I C O E F N P B Ă Â Î
5721,11,INTERPEDICULAR,A N I B U E F R P D L
5722,16,PLINIUS,A R B C O D F G H P U J Z L Ț I
5723,7,UTILIZABILĂ,A N I B Ă U T
5724,15,JULEASCĂ,A B C R P U Ă O D F H Ț I J L
5725,7,LEFTERIEI,A D E L Ț T R
5726,17,NEOBSERVAȚI,A O T B L D F M N U P Î C S V Ț I
5727,15,OCNIȚEI,A R Z I P H E Â N Ă T U D L Ț
5728,7,ELECTROMOTORI,L C R I A O M
5729,15,VEZUVIULUI,A B R C N T U O D P V L G M Z
5730,15,ASTRUCARE,B I R Z C P O U M L N H T D S
5731,6,ANIMALIZEAZĂ,N I L Z E Ă
5732,8,FISTULOASĂ,F I T L O A E Ă
5733,12,CALVAR,B D E I L N P V T U M R
5734,8,EXPANSIONIÂTI,E X A N S O Â T
5735,14,PREZIDIUM,A G E R I C D T V H N P L Z
5736,11,TROHOIDE,C G P R D U A T I Ă E
5737,9,SIMPLIFICAȚIEI,D S M P L F C A Ț
5738,15,DESOCIALIZA,E A C R N T H I F O P G Z Ț L
5739,8,GLOBOIDE,E F L I R N B D
5740,10,DERMATOFIT,A I C E L V M T O F
5741,6,PANATENEELOR,P A N T L O
5742,13,SCUTNIC,A L I R N Ă C O E F M P U
5743,8,COLABORATOAREI,B R C D O L T E
5744,6,UNDUIOASE,N D I A S E
5745,10,JIENCE,A G T V B I M R J C
5746,17,PROXIMI,A C N F G L M Ț R D E S B P Â T X
5747,10,PULII,B I S D E F H C O L
5748,9,CONDOMINIUL,A C N E O I S M U
5749,7,CAINICI,B C L H P V A
5750,6,ROTAPRINT,A U R O I N
5751,13,PANICULATĂ,A C N T O B E X H M P I U
5752,10,RADIOCLUB,A S C R G N D I U B
5753,1,ÂIOI,I
5754,12,DEZBUMB,E C L R F P I S V Z B U
5755,8,ZGÂMBOII,A O R Z L M B I
5756,13,FILOZOFĂRII,A G B C I F R S O D E P Z
5757,8,ECHIPELE,C R U A N H I P
5758,14,SEISMOGRAFE,B D E R P N T M G F L C S I
5759,14,VECUIA,F L R E C H G N S I O M Â U
5760,15,RĂZBOIE,B D L O J C I G M P S F T Z E
5761,6,BINEȚE,B Ă L U N E
5762,9,FERMECĂTORESC,C A M E L F Ă T S
5763,14,GAZON,B J Ă O N I L E Â M R U V Z
5764,17,DROMEDARIUS,A B O N C U L E Z Ă R T P G S V D
5765,22,JARUL,B C N R I P U H E M S G Ț V Z T Â F O Ă D J
5766,17,PORTARII,B D N C U Ă T A P F V J L M S Ț I
5767,12,RESURECȚIONALE,A M B C O I N E D S U R
5768,9,PLATONICE,I N S Z L C E T O
5769,3,COCOÂEÂTE,C O T
5770,7,ÎNSEM-NĂTATEA,N C S E M Ă T
5771,21,ÂARJEAZĂ,B L N D R I C F M V T P G O E Z X S Â K J
5772,10,RINOSCOPULUI,A E F R I N S C P L
5773,16,VANITOASĂ,A D B L G I T E H U R Â Z O S Ă
5774,9,SINECLIZEI,A B C O I N V S L
5775,21,SWINGA,B C F G O U R T V L Z E Ț H Â D I S M P W
5776,8,ACTUALIZABILE,A C T I Ă Z B E
5777,6,FELEGENE,D M R L G N
5778,16,ÎNSCĂUNAREA,A B L T C P D E Y O S F N I Ă Î
5779,13,BACANTELOR,A B S M N U R D C I L F T
5780,12,PENURIEI,B Z C U R P D F T A M I
5781,6,SUPRAARBITRU,S U P A I T
5782,7,CUMINICA,A D N T R M I
5783,8,AFIXARE,F I L Ă T Ț R E
5784,8,COSMOGONICI,A B R C O S G I
5785,18,SLUJBAÂ,R B I E T N O U G C V F X P Â S Ă J
5786,5,CESTĂLALT,C E S T A
5787,18,HALTER,A B L I O C U M N Â D Y T S Ă P G H
5788,14,STRANGULĂRII,L B F T C I Z E G Ă R J S U
5789,6,VERDE-DESCHIS,V R D C H I
5790,8,CVADRIVALENȚI,C A D R I L E N
5791,6,AMNISTIILE,A M N T L E
5792,4,ȚAPINAR,A P I R
5793,3,ACELEI,A C L
5794,4,NE-PRICEPERE,P R I C
5795,8,AUTOIRONII,A C T O I L M N
5796,12,NEATRĂGĂTOARE,D Â P V S R A U N Ă G O
5797,8,ARUNCÂNDU-SE,A R N C Â D S E
5798,13,SCLEREI,A B E I N C H F G J M P S
5799,6,ÎNTREPRIN-DERE,Î T E P I D
5800,5,FONOFOBIEI,C I O F E
5801,12,TRÂMBIȚOAIE,A B U N R S E M I C Â Ț
5802,11,VERMINE,A B R L C D G M I S V
5803,14,MARJE,A C R N I T S O L U D Â G J
5804,9,ADMONESTAȚIILE,A M O N E S T Ț L
5805,6,CATHARTICUM,A T R I U M
5806,12,TULCEANCĂ,A L I B R G M P T U N Ă
5807,9,SOLIDIFICĂRI,D E F L U S C Ă O
5808,23,VEÂTEJIRI,A B D G P T U C L O Â N F H Ă Z S M V Ț Î E J
5809,9,MIORLĂITURĂ,E I U N O R C L T
5810,9,PRIMORDIALITĂȚII,P R M D A L T Ă Ț
5811,14,FRANCIZARE,A U B C O F Ț P T Â M Z I E
5812,8,PAREZELOR,A S Z I E L U O
5813,19,GAZETELOR,A B C V D F I J M N R G E T S P Ă U Z
5814,10,PĂPUÂARILOR,A R C D M P Ă U I O
5815,6,BACILIFOBIE,A C L F O E
5816,9,RELATIVISMULUI,A R O L T I S M U
5817,9,BUFONEÂTI,A L B N U E F O T
5818,10,INDISPUNEȚI,N C A G S R Ț U P E
5819,7,GIUMBUÂLUCURI,I M B Â L C R
5820,6,ANGOBĂ,A N B E L Ă
5821,8,CANTOR,B L N D R Â C T
5822,5,ANONIMITATE,A I M T E
5823,8,MANIHEIÂTI,A M S E R H Â T
5824,16,MODÂLCII,A C U H E N S T O I B G D R Z Â
5825,3,IASCA,R S C
5826,7,COSMETOLOGIE,C S E T L G I
5827,8,CALEA-RĂTĂCIȚILOR,A L E Ă T I Ț O
5828,20,PURCICA,A E O T B Ț N U Â Ă C D L G Z F H M S P
5829,13,VEACURILE,C A S R L Ț N T D G I B V
5830,6,DURUIRE,A B C D R I
5831,7,FUGIT,A L N U S I G
5832,5,GINGIVALI,N R V A L
5833,6,RAMURI,A B F L M U
5834,8,GENERALITATEA,F G N R L I Z T
5835,10,RADIOBIOLOGICĂ,P O L M R A D B G Ă
5836,8,BĂTĂTORNIȚĂ,E Ă O R I A N Ț
5837,6,HĂMEI,C I N Ț M E
5838,9,MUZICOMANIA,D E F M U I C O N
5839,12,HORIPILAȚIE,B N C T F H R P L A Ț E
5840,3,CONVIN,C O I
5841,16,HIPOTONIC,B G J M R Z C N S D F L A H P O
5842,8,DIRECTORAT,A D J E Z I R O
5843,14,RADIOUNDELOR,A T P O G C E X D I B L F R
5844,7,DOXOMETRIE,A D O M E R I
5845,16,SOLU-ȚIE,C D E T G N V L U R P J M S O Ț
5846,11,REMAIEM,B Â C N T D I P R Z M
5847,5,CALOIAN,B L N O I
5848,16,PETULANT,C D O G L T E I R S Ă J F U Ț N
5849,8,KABILI,A L E D U R T K
5850,8,CELOFANAȚI,C E L O N R Ț I
5851,6,DINAÂTI,B A Â C D T
5852,10,DESCIFRÂND,B C R T D L S I F N
5853,14,ZĂMISLIRII,A C M O E V Â Î L N S P Z Ă
5854,10,BRUNAT,B O D G M I R E U T
5855,14,EXPIABILE,C T U D F G A N P R V X I B
5856,12,ESCALOPURI,A E P Ț D X L I H S O R
5857,8,BANANIERE,A L G M N T B R
5858,9,ARENDĂÂIȚE,A E N Ă Â S F I Ț
5859,9,MASACRARE,A C P S I D L U M
5860,7,FATIDICE,A C L M T D E
5861,5,RADIOAMATORI,D I O M T
5862,10,NELITERAR,A R S D F L Z M N T
5863,4,BOICUÂI,B I C Â
5864,9,BECHII,A B U S R N Z E C
5865,18,MAZILIEI,B C I F L N R T D M U V O G H J Ț Z
5866,8,LIBERATOAREI,D E C L I B T O
5867,7,ZĂPLAN,A D C I L Ă N
5868,10,MUSCADINI,A D I Ț B C M P Z S
5869,5,RESPIRA-ȚIE,R S P I Ț
5870,9,SCOTOCITOARE,C L E N P T R S I
5871,5,GIMNOFOBI,G I N F B
5872,15,ÎNFULEC,M B P N C A Ă D U Ț E S O V F
5873,10,RUCOLE,A C D I P Z E L Â U
5874,10,ACVAFORTISTE,A O R D V F T I Ă E
5875,9,PSIHOTERAPEUTIC,P S H O E R A U C
5876,5,BENTONICI,B E O I C
5877,8,MOAREZ,A I M E G V C O
5878,11,SCURMATURĂ,O S D M N B Ț U A T Ă
5879,7,MICROFOTOGRAFII,A C R O F G I
5880,12,MARTIRAJE,B S O C N L R E I Ă J M
5881,14,BRODEZEI,A L U N D R C T M O Z S Â B
5882,7,ÎMPROPRIETĂRIRI,Î M P O I E Ă
5883,12,MEGACEROS,C L T D F M R V I G A S
5884,14,PSIHOLOGISTĂ,C V E F M O R P S H A L G T
5885,10,POALARÂNDUNICII,C I O P E A R Â D U
5886,10,BASCULANTĂ,A R I C U L N T E Ă
5887,7,NEBUNIE,D F N Ă T U I
5888,9,PISICĂ,D F M V P C A Ț Ă
5889,3,AXIALE,A L E
5890,5,IALOVIȚEI,L O V Ț E
5891,9,ÎMBĂRBĂTAT,D E S U Î M Ă T A
5892,11,NEAPOLE,B N Z C F R G O I A P
5893,15,PARAÂUTELOR,B D E S F G M O R N L I P A U
5894,6,RUTABAGA,B D M R T G
5895,9,MOCIR-LOASĂ,F I A R B M O C L
5896,7,ALĂPTAREA,A I O Ă T R E
5897,14,BALANȚI,B N D E M G S T Ț C R P U I
5898,21,COMPETENȚE,A B I T E Z G R L Â N Ă D S F Ț U M X J P
5899,12,APLICATĂ,B D Â N F R I T P L E Ă
5900,13,EXPROPRIAȚIE,C H L M U N T X O R P Ț I
5901,7,IARBAFECIOARELOR,I B F E C O L
5902,11,AVUTULUI,B G L N P Z S I D V T
5903,8,PEÂTE-DE-PIATRĂ,P Â T B I A R Ă
5904,9,DEMOTIVATĂ,E C M O T I A N Ă
5905,8,PASCUALE,F C T P S L Ă E
5906,13,INCOMENSURABILITĂȚII,N C O M E S R A B L T Ă Ț
5907,5,INFRAVIRALI,I F A V L
5908,7,CIANURARE,C P E V I N U
5909,11,LĂCUIȚI,B H N R U L G C T P Ț
5910,13,SCĂZĂTORI,A G P R M C T U S L F O Z
5911,11,APOSTAZIE,A R T N L C O D S Z E
5912,10,PENTAMETRI,H I N S V E U P M R
5913,9,ECHIPOLENȚEI,A E C I N U P L Ț
5914,5,INVITAȚII,N C V T Ț
5915,7,AMANETEZ,C M R S N E T
5916,5,TRANSSUDAT,T R A N U
5917,7,POPASURI,A I T O R E U
5918,18,POMANĂ,A C G I J L U R Â S T E V Z Ț N M O
5919,11,REUÂIM,A E D M N V O C Z U I
5920,4,VIOVATĂ,O A T Ă
5921,8,VORBĂ-REȚ,B O A T M V R Ț
5922,8,SALINIZEZ,A P C E T S I N
5923,8,FILODENDRONI,A E N M I L D R
5924,10,MEDITERAN,C D G S Â M I T R N
5925,12,HISTOLOGE,A Z E M R I D P S T O G
5926,17,SUCȚIUNI,A D F L E S C M T U G R O V B Z Ț
5927,4,CALICIEI,A C N E
5928,8,EXERSA,G I M S T U X A
5929,12,MUZICOLOG,A E T I N S O R U Z C L
5930,7,OLĂRITULUI,B F L Ă R I T
5931,16,COACĂZNEGRU,A B G L P R T C O Ă Â M I Ț Z U
5932,15,ARĂTÂNDU-ÂI,A B G P S Â E L O U N I R Ă T
5933,13,SECERĂTORUL,A C H N I U E T M S F Ă L
5934,10,STAMPA,C L A Ă G O S U R T
5935,6,REBANDAJEZ,E B N D J Z
5936,11,EXTERMINATE,C L P T A I V D R M N
5937,13,EVITARE,A D G O Ț L R M C H Ă E V
5938,17,GÂDILITURI,A B M N G E C I Ă O P U V F Â D R
5939,5,PARASTASU,A R T E U
5940,11,CLOPOTELOR,C A I E N M O S Ă P R
5941,12,BOUL,A Ă C I T L D N R Z S U
5942,12,CARDEZ,A B L P R T U O I S E D
5943,16,ENZOOTICI,A B L I S C H X E O M V U Î Ț Z
5944,7,ADOGMATIC,A C L D O G I
5945,14,SCHIMBĂRILE,A C Ț M F N R H V L P S B Ă
5946,10,GALILOR,B R I T C S L N M O
5947,8,TIMPURII,C D L R S T M U
5948,14,PFENNINC,A C F G L O M N Ă R D U T E
5949,10,CONSUMAȚIUNE,A R I M V O N S Ț E
5950,2,TEISTE,E S
5951,12,MUTATOR,T A R E C Ă G J L Ț N O
5952,9,ZGARDĂ,A B C I O H Ă Z G
5953,7,HALVIȚEI,C L R I Ț H E
5954,7,TAVERNE,B C L R N T V
5955,8,MIAZĂ,D L M A P E O Ă
5956,13,HĂINUȚEI,A F M S B Â C H N R Ă Ț E
5957,3,LAMELA,A B M
5958,15,ÎNTĂRÂTAȚI,C L N E U D F I R O P Î Ă Â Ț
5959,5,ATENUATOR,E N O R U
5960,13,RICANATOARE,A B S D P G L N C R E F I
5961,4,DRUMUÂOR,D M Â O
5962,6,INDOEUROP,I N D E U R
5963,14,ÎNFURIEM,B P N A C H L U R Ă E S F I
5964,18,FÂRTĂȚIE,A G P O E Ț U T B Â C D Ă N M L S F
5965,9,DIAFONOMETRIA,A F N O G M E T R
5966,9,PAMET,C O T E I N L D M
5967,18,GREFI,A P C U E O Ă B N Â Ț Z D F T L V G
5968,17,MITOCAN,B C E L O G R V D S N T Ă Z P F M
5969,6,OLIMPICI,C H R O L M
5970,12,COLBĂRAIA,A U O R S C Â G N Ă E I
5971,12,GĂINĂRII,A L Ă R F H S C P V O G
5972,8,DISTORSIE,D C P E R A T O
5973,9,RĂDĂUȚEANCĂ,C L H R D Ț E A N
5974,6,AMBIGENE,A B Ț M E N
5975,11,SUFLEȚELE,A C R V I P T U L F Ț
5976,8,STROPHANTHUS,T R E O H A N U
5977,12,NEUROMUSCULARĂ,D S C O P N U R L A I Ă
5978,15,ÂIMLEDĂR,B C L N S P H K E Z R M A Â Ă
5979,9,PREPOZIȚIONALIZEAZĂ,P R E O I Ț A L Ă
5980,3,SPADĂ,A D Ă
5981,14,PÂRE,B C T F G H I M Ț R D N V P
5982,5,TEMBE-LISM,E M B L S
5983,15,BRIÂTII,A L E O Z N R I P S U F Ă G Â
5984,16,PURECIME,A R I L B E O J N P D Ă S Z T M
5985,5,DEZ-NODAT,D Z N O T
5986,18,ZĂGASTRE,B R S O L P F E C I D N G H Ă V M Z
5987,12,DIABOLICI,E M I B T C O N P S R L
5988,10,BLUZARE,A B L I D J M S Z R
5989,8,PROCTOPLASTIEI,P R C T L S I E
5990,11,FRACȚIONIST,A C V O L F R Ț N M T
5991,10,VOLBURĂTOARE,C T A M V O L U Ă E
5992,4,DECERNEZE,D C N Z
5993,4,EPIDEMIILE,E D M L
5994,14,ÎNDRĂGI,A C E O I F T Î V L H D R Ă
5995,7,FRUNZA-CEREI,F N Z A C E I
5996,1,ÂTE,E
5997,7,RECIF,A B N C F Z E
5998,4,NĂSCOCESC,N Ă O E
5999,15,PSĂMUIRE,A C I T U Ț F N O P R V M G Ă
6000,9,RESTREINDRE,D C P N U R Ț T I
6001,13,POSTBELICE,A B N O R E D C T V Ă P L
6002,7,COSOROABEI,B Â C S A E I
6003,12,ABILITEAZĂ,A B C L T Z N O X R D I
6004,8,AMUZAT,A R Z I E O S T
6005,14,ÂPĂLTUIRE,A S E V I M O P R Ț J Ă L T
6006,3,TIVITURII,V U R
6007,10,ITINERARIUL,X H P G I T N A U L
6008,14,POTIRE,A I U N E B C Ă O Î H L M P
6009,11,TERMOMINERALI,A C O S N M B D T E R
6010,9,CVADRIFONICI,A N I S U V D F O
6011,4,RAMBURS,A B U S
6012,12,MEDALIILE,B R T D C J M O V S L A
6013,11,PĂTĂRANII,A C R O B U L D Ă P T
6014,8,OXIFILIE,B M R G F L X E
6015,6,ICONOSCOPULUI,I C N S U L
6016,16,SERIGRAFICI,A T M N L S D H U P O G B E R F
6017,12,HAMITIC,A B I U S E O L C Ă D M
6018,11,BORACIU,A E C Ă I N U L Â T R
6019,11,LIMFOCITARE,B C A T R L N F Z M O
6020,15,PLEBEILOR,A G L T N U C S I F E M O D B
6021,14,RUDIMENTARE,A G T O B C F M S R V D I N
6022,10,BRUXOMANIE,A B R O T L U X N I
6023,10,NEUROOFTALMOLOGIE,N E U R F T A M G I
6024,19,PAVAZĂ,C G H I Ț L N T D Ă R F M S V E Â U Z
6025,13,PLURITĂȚI,A C T E B O I R S F P Ă U
6026,1,HAN,A
6027,7,ACUMINATE,A C R U M I T
6028,9,SUTURARE,A M V E C U G P T
6029,10,COORDINATIVĂ,A M O T Z C D N V Ă
6030,6,ÎNȚELESE,R Î N L G S
6031,14,PENETRAȚIEI,C O F J S I D U R B A E P T
6032,8,ANGHELICĂ,A L E B N H I C
6033,3,PRI-A,L R I
6034,10,ZINGĂNIT,B C O I U M P Z G Ă
6035,8,AVALEZ,A B C U N R V Z
6036,6,TRIOXID,A P T R I O
6037,13,ÂAMBELANI,C A P O R U Â N S T B L I
6038,13,BUFET,A R B G L E D M I N S Z F
6039,18,RUBICOND,A C L O P G J R Â Ă E I F B K S Î U
6040,7,PREACOVÂRÂI,P E A C O V I
6041,6,INTIMIZEZ,N M D S Z E
6042,6,FOTOFORI,C F T E M I
6043,6,URETERALE,P T C U A L
6044,6,CALIFICATIVUL,C L I T V U
6045,7,RAMIFICAȚIILOR,A M I F C L O
6046,6,LONGILINĂ,B L O G E Ă
6047,3,LICIT,C F L
6048,8,PERSPECTIVITATE,M P E S C I V A
6049,6,DESTROIENIT,D E S T R N
6050,12,DUMESNICE,A B R T L C N I P S M D
6051,7,TURBOREACTORUL,T R B E A C L
6052,15,SIMPLĂF,C H R Â E I Z O T V U P L M F
6053,6,BELDIILE,A S C E L B
6054,6,ACTUAR,E I O T U R
6055,10,REVOLUȚIONARIZATORI,R E O L U Ț N A Z T
6056,15,SCÂRBEI,A C L F I O P E Ț U T Â J N B
6057,11,SIROPOS,B C R E U D L N S Â O
6058,7,SOCIOLOGIÂTI,M S O L G Â T
6059,17,DOJNICA,B C Ă L N I V M G P R Ț D E T U J
6060,7,OPĂRITURI,A O C P I T U
6061,12,SCLEROZAȚI,A N T F E S R I U L Z Ț
6062,14,PÂCLOS,B R O G D E H M P C A Ă T S
6063,10,TERMIFIC,A D M P B R O E T F
6064,6,SEMANTIȚISM,S E A N T I
6065,11,PRESCRISĂ,A N H O D I R E T S Ă
6066,19,ÂTOLUI,A C F G L D N T V E R Ă M P Â Ț S B U
6067,9,AGENZIA,B C E Â R D G N Z
6068,11,RÂÂNICIOARE,E A L I F Î C O P V Â
6069,4,UMĂRAR,S U M A
6070,8,CARBONIFORMI,C A B O N I E M
6071,11,SPIRITUALIZAȚI,E M N I T A Z P R U L
6072,10,LAZANĂ,B C L D R Z T G J N
6073,1,BETE,B
6074,5,ÂIRRETLIK,Â E T L K
6075,8,PRERAȚIONALĂ,O P R A I N L Ă
6076,6,GUTUIȚĂ,D F G T I Ă
6077,3,TALANTON,A N O
6078,12,INFILTRA,C M U B D L S I G N F R
6079,7,ULCERATIVE,L C R A T I V
6080,14,SCOARȚE,A B L M H N O C R I Â U P S
6081,5,PATĂ,A G N R T
6082,8,NĂSĂDEASCĂ,C P R V N D E A
6083,12,SEDUCȚIE,B A D I R S P Ț F Î O U
6084,8,TRANSPUSĂ,I T R A N M P U
6085,8,SIMBOLICA,A L N C R I M O
6086,11,GEOMETRICIANĂ,N F T E M R D G O C Ă
6087,10,DECONTEXTUALIZEZ,D E C O N X U A L I
6088,3,CIMBRII,C M R
6089,7,FOCÂĂNENCEI,I E R O C Â N
6090,15,SUITOR,A E B C M O T Ă J R V L H P S
6091,9,LOBDĂ,A B C Â L F R P D
6092,3,BĂRBII,B O R
6093,10,CINEGRAFIA,A O L P T E G R I N
6094,11,SEMIINTELECTUALĂ,A O E I F N T L C U Ă
6095,7,ANATOMISTĂ,A N O I S E Ă
6096,15,AMOREZA,A C N R Â F U E T I S Ă Ț L Z
6097,12,PLECASEM,C R N S Z B G P L F Î M
6098,15,STABULAȚIEI,A C D O N P S B Ț E R T G Ă U
6099,7,INCRIMINAȚIUNE,I C R M Ț U E
6100,7,REMINTE,B J D M T I R
6101,17,NESIMȚITĂ,A S T U P B C G L M I R D F H Ă Ț
6102,8,GĂINUÂĂ-GALBENĂ,G I U Â A L B E
6103,16,MULCOMI,A B N S L T Ă R Â D E Ț F O M I
6104,15,VIPISCĂ,C A Ț L D N F P E Z U Â R Ă S
6105,15,PREMIANȚI,I S D Z L Ă T O N A B M R C Ț
6106,7,DEFINIȚIONALI,D E I Ț O A L
6107,13,CEASORNICE,A R O L D N T G Ă M C P S
6108,20,SILFĂ,A B Ă I V E X H O U Â C T Ț Z D P R N F
6109,12,VIOLELOR,A R I G D T Â C N Ț O L
6110,9,TĂRĂNCII,B C M G L T H N R
6111,18,PODOBI,A C G N L T M U E R D Z Ț S O Ă V B
6112,18,PULIA,D Z B M R T E Â C I V S L J F G N P
6113,7,ANTISIMETRIEI,A N T D S M E
6114,10,DIVERSIFICATOR,L D I E R S F C T O
6115,16,PAIOALE,B R S Z C P N G H L E F M V J I
6116,14,DITIRAMBICI,A C O L N I H U E D Ă B S M
6117,20,CATOZI,B L R Ă V Ț E I Â C D U F G N M O S P Z
6118,4,ZIS,B L R Z
6119,9,MÂNIOASĂ,A M I S U C Ă L Â
6120,5,CASIOPEEI,C A I O E
6121,16,BAZALTICĂ,A E D R G L O I S B U N Z M Â Ă
6122,6,CLĂDEA,A L M R C D
6123,7,POSTPALATALĂ,O T A L E R Ă
6124,19,GORNIST,A D E F Z G O C M Ă V B L U R Ț Â S T
6125,19,BONZI,B A E O U C Ă D T G Â J L M P R S V Z
6126,12,SPORTIVITATE,A F C E V R U L N S P O
6127,16,RUSALIEI,A B H P E C L Ț O U M G T Ă V S
6128,15,NUMEROTAȚI,B N D C I Ț L R T F M E Ă V U
6129,10,REGULARIZEZ,E N A T I S O U L Z
6130,17,RĂSCLOCEA,C R F G M I B E T D U L N S Â K Ă
6131,6,RIZOCTONIOZE,R I C T N E
6132,17,CĂTĂNESC,B G L I N C R Ț H M V P S F Â Z T
6133,4,LUTRUL,C N R T
6134,14,MULTIVALENT,A T O B C L V R M P S F E N
6135,7,PRECUGETARE,A T R O P C U
6136,8,BREVILOCVENTE,B R V I L O C N
6137,15,NUTRIMENT,A U Z C O D I P F L N T S Ț R
6138,12,ÎMPLETICIT,M B Â N Ă T I R P O E C
6139,13,TERMOSENSIBILĂ,B A C M P N T E L G R O S
6140,8,ÎMPREJMUIRILOR,Î M P R E J L O
6141,11,ZĂHĂREA,C R I D E P O Z U M Ă
6142,17,RETICULARO,A R O P C N D Â M Ă S I L Ț H V T
6143,15,PLUTONISMULUI,B A C N O E F U L Z D P R S M
6144,8,FASCIZA,B M C Ț D F I Z
6145,7,NEÎNFRÂNATĂ,E Â F R A Î Ă
6146,18,FUMATO,B C A N Â P D I F S G H J Ă L T E O
6147,12,UCENICEASCĂ,A G V C H Â R Ă U O I E
6148,19,REINTEGRAȚI,C D R B O L S Z M N P Î I T Ă U G J Ț
6149,2,NUNI,A U
6150,13,RĂVĂÂIȚI,C N D G M Â E P S I T V Ț
6151,10,SLAVOFONĂ,A E C M N F I S V Ă
6152,13,BEȚIÂOR,A N B I R U Ă F L Z T E Ț
6153,14,SORBITICE,A R I Z L O T N G J Ă S M C
6154,21,MITICISME,A C I V L N R O F S B U Z D Ț Ă X H P G M
6155,9,FOTOGRAFULUI,A L O R V F I E U
6156,9,SUPEZ,C N O R T U I S E
6157,8,MANIHEANI,J C H E T I U N
6158,8,MASTURBATORIE,M A S T U O I E
6159,14,REPLICAȚIA,N S B C O E X T M P R F L Ț
6160,21,ANOXIBIOTICĂ,A C R E F G M L O I P V D S U Î Â X B H Ă
6161,14,DEÂOSA,B L I C D A N R O P V Ă T S
6162,11,MEMORANDUMURI,A R C F M D L N T U I
6163,8,CALVINIZA,A C Ț T B L V I
6164,18,PIERSCH,A D Â F T N Z G L U I S V X Ă H P C
6165,10,ÎMBRÂNCEASCĂ,D Î M B R N E A S Ă
6166,15,SCENOPEGIE,A L N F P R C G M E Z Ă T U I
6167,6,MICROAPARAT,M I C R O T
6168,5,REINVENTEZ,R I V T Z
6169,6,CISTOFORI,B C S T O R
6170,5,MERGEAI,B M R G I
6171,8,DOBITOACELOR,C B I T A E L D
6172,15,BORÂEA,A C I N R Z O G D T U Ă F K Â
6173,14,MUIANTĂ,A J C F L N D R S E I Ă O U
6174,4,PERMEAMETRE,P E A T
6175,9,CAMPARE,B N E C L T P J M
6176,10,SEMICARBONIZARE,A O P E I C R B N Z
6177,9,DESFERECĂ,B R I O S F C A Ă
6178,12,NEOGOTICI,A P B L T M C R E G D N
6179,12,LEURDE,A F N C I L Ă P Z E S R
6180,7,CLASAT,M B C T V P S
6181,2,ACCIZ,A C
6182,8,SUT,A F M O R B N S
6183,12,FESTONA,A B O T E D G C R V I F
6184,6,VOALA,V C I S B O
6185,6,ÎNGURLUIRI,I C Î G R L
6186,10,ROMBOIDALE,A B D O M N E T C R
6187,12,ZĂBRELIȚI,A D F I R Ă U T S Z E Ț
6188,12,ENTEROSCOPULUI,A N E C L U Ț S R O M P
6189,11,PSIHOENERGIZANȚI,F P S I H O E R G Z A
6190,6,IN-SPECȚIE,N D S P E C
6191,10,MICROAEROBUZE,H M C O E F I B U Z
6192,5,CHIRII,H M Â L R
6193,18,METIÂILOR,A B L C T N D M S G R Z F U P Ț O Â
6194,19,ȚIGAN,F B O D T U H J L E I V R S Â Z Ă Ț N
6195,7,BĂLĂCĂREASCĂ,B D L C R A S
6196,9,TRIUNGHIULARĂ,R I N G H L A E Ă
6197,12,HISTORIOGRAMĂ,D R O C T M E X S G A Ă
6198,16,HIPOFONE,A E R B T G M H L Ă I Z U X P N
6199,6,GUVERNE,I O U V R N
6200,7,ANALGEZIANȚI,A L E Z I T Ț
6201,12,MODIGLIONE,A N X C E P Î R M O D G
6202,15,GÂLCEVI,A L B C V I U R D Ă Z T O H Â
6203,2,BALBOA,B A
6204,16,SEMINAȚIE,D B C H R T U I L M A G Ă N Z Ț
6205,14,COMPUTAȚIA,C I D L R O G N S E T M P Ț
6206,15,DRILOMETRU,A C T N Ț L M I R D S H F P U
